Temperature,Concentration,Diffusion Coefficient,R^2,stderr,K_alpha,alpha,R^2_anomalous,stderr_K_alpha,stderr_alpha
344.28628628628627,75,6.843082180476607e-11,0.9969815551163071,9.036797174966812e-06,1.059933908812569e-09,0.6731716317078472,0.9918027231535951,7.555622411150662e-05,0.00033277435123484707
272.1141141141141,75,3.7985567304660154e-11,0.8437767479488942,3.922765917932261e-05,2.256031996200093e-10,1.052915701255866,0.830533596604417,0.00012578799125795133,0.0025034895336506035
275.5175175175175,75,1.9013004467509806e-11,0.9578057618654746,9.577525533896474e-06,6.224623315944946e-10,0.4429308892990653,0.8839097574288549,0.00010011802878120006,0.0007790973663555239
276.1181181181181,75,1.75225031182782e-11,0.9287044546034702,1.1652075648134849e-05,6.572330339636172e-10,0.40686362539395554,0.9766424987045198,4.3112238097542194e-05,0.0003200357808185501
277.5195195195195,75,6.032702187355943e-11,0.9829228890571572,1.9084205221425163e-05,6.043138769760854e-10,0.8311634574587061,0.9672861888359027,0.0001107266495759264,0.0008395847684454215
273.7157157157157,75,5.074265417620057e-11,0.7537457802399429,6.960930373252741e-05,3.613426833602743e-11,1.9249935885029315,0.8379791281894,3.9210565789901095e-05,0.004659160957613916
297.4394394394394,75,7.503533351807447e-11,0.959900006662577,3.680778523193673e-05,5.431059584667098e-10,0.9544979750937356,0.9499710023382507,0.00014589363168745386,0.0012162766795637291
331.47347347347346,75,3.748198474894245e-11,0.9967714520549454,5.119683578266754e-06,8.505510934887938e-10,0.5528782158561821,0.9718284434253871,8.685652539324955e-05,0.0004851541083215453
280.3223223223223,75,3.4771230504846926e-11,0.9802361893507635,1.1849628972398391e-05,8.322002385125859e-10,0.533045918995304,0.9896276235931531,5.02142418940536e-05,0.00028759375107949953
312.1541541541542,75,4.534968547644504e-11,0.9861273082593074,1.2909305266175969e-05,6.84519397633203e-10,0.6872724928468426,0.9621234453232519,0.00010652192756520352,0.0007251218846498947
279.52152152152155,75,1.1679804687010854e-10,0.9792388306214315,4.081613606592502e-05,5.111164604581509e-10,1.1314863082776352,0.9844334912212533,9.664473146770042e-05,0.0008441204583830063
326.5685685685686,75,3.8037489012139764e-11,0.987927502250003,1.0091659408877484e-05,8.808850604276282e-10,0.5437892202466779,0.9903871601920853,5.215913258524039e-05,0.0002817258568737156
268.01001001001003,75,6.990520221507742e-11,0.8731184593324207,6.395681809619449e-05,2.1205541470830413e-10,1.310014335528635,0.8941796258148197,0.00012027624744504384,0.0025031810375915555
265.1071071071071,75,3.8160609796691107e-11,0.9843171708908304,1.1560448851824848e-05,4.5759125344425496e-10,0.7696426045677278,0.9599595723690503,8.368684469471311e-05,0.0008436768224158989
285.02702702702703,75,6.777623827394152e-11,0.983848756566806,2.0841596708796133e-05,4.359029301188971e-10,0.9920279881844531,0.9801422887000383,7.77494385803778e-05,0.0008049614587589683
313.15515515515517,75,5.2793491542443634e-11,0.9852775637393278,1.5488367549183293e-05,6.238093923208855e-10,0.7740472889297463,0.9629678622081909,0.00011068668522180188,0.0008181247997933658
286.42842842842845,75,3.361394769980784e-11,0.970700089503205,1.401602450505236e-05,4.3082772067155964e-10,0.7512300026276991,0.9334190236444193,9.789300494147969e-05,0.001050485328002515
294.13613613613614,75,3.5515111544045774e-11,0.8582041053559446,3.464690408610158e-05,2.7227545471863e-10,0.957065024726377,0.8283902648446511,0.00013476158684839283,0.0022406820012848237
268.6106106106106,75,5.254037105866805e-11,0.9987084685263392,4.534620870159089e-06,6.239859884342735e-10,0.7635563513126,0.9930141018788189,4.813806953701158e-05,0.0003561310999501844
329.57157157157155,75,3.643928313653115e-11,0.9646400324826635,1.6743946543237425e-05,7.458986134632325e-10,0.5853833791507213,0.9376297521197615,0.00012376787606125985,0.0007843367957752948
258.5005005005005,75,1.885489547541573e-11,0.9571586013299017,9.573675712508497e-06,4.755282607463575e-10,0.5211387466754941,0.9107547006872734,8.169454415372456e-05,0.0008204968289470397
299.041041041041,75,2.68011935033668e-11,0.9625577851576798,1.2686336024646268e-05,7.132589077104689e-10,0.5020182597753642,0.9850547223469106,4.818358684721539e-05,0.00032368569902380806
335.6776776776777,75,7.834602523921442e-11,0.985845115775662,2.2531001704202167e-05,5.806063097464727e-10,0.9415098083359953,0.9775718546737334,0.0001024875966593836,0.0008001772663098453
325.36736736736736,75,3.523808741579417e-11,0.9974819645615586,4.249183023578039e-06,7.167489100211833e-10,0.5882683148213635,0.9704930261312104,8.072537236477032e-05,0.0005321399604009276
258.9009009009009,75,5.2070986909679e-11,0.915911024630664,3.786634715272342e-05,8.222269244757294e-10,0.6624736613750878,0.9212190774196453,0.00018816751936368112,0.0010699071068709298
325.4674674674675,75,4.429201545109565e-11,0.9732388827605349,1.7627168395416737e-05,6.235296996767899e-10,0.714430364156049,0.941601107551159,0.00012603866093437898,0.0009386725527844884
338.980980980981,75,3.946931709216171e-11,0.9958051800928365,6.148140702117435e-06,1.0233677816281847e-09,0.5124883258918024,0.9652652710024757,0.00010539833474150284,0.0004925960504620578
264.2062062062062,75,5.182334312450267e-12,0.7786719705019971,6.631031329059435e-06,4.983861462866845e-10,0.18404374511308746,0.6124159433424637,6.166935477088735e-05,0.000638595138150462
258.2002002002002,75,1.2970981885664265e-11,0.9063589069126723,1.0006235104353761e-05,6.348180215063792e-10,0.3341154936952069,0.8578125908957419,8.31490543473285e-05,0.0006493345188242782
258.3003003003003,75,4.7172583137355404e-11,0.9838490394050671,1.4505721012779296e-05,3.168915624180572e-10,0.9792168785319381,0.9776509382056952,5.847029477996216e-05,0.0008336112141228381
258.40040040040043,75,4.257730923917103e-11,0.9790683230159654,1.494130187054195e-05,4.460708721702545e-10,0.8169370957718629,0.9599834991823517,8.820298536988919e-05,0.0009073928484510639
260.9029029029029,75,3.6382623059030197e-11,0.9960691865957157,5.485360622241573e-06,4.6185101164890784e-10,0.743683622255425,0.9839826734455361,5.177281446125953e-05,0.0005186965028952026
261.003003003003,75,3.164419563680031e-11,0.9884081544452656,8.224640237891143e-06,4.306266592998958e-10,0.7241204087226815,0.9639665635349415,6.939659712834739e-05,0.0007474409881890932
261.2032032032032,75,2.799530721658817e-11,0.9500355437413615,1.5408508762201935e-05,4.452897408050449e-10,0.6767893366932601,0.8985422838834884,0.00011094941116259794,0.001162633356685629
261.3033033033033,75,1.94770736393207e-11,0.9955785350246339,3.115184366186911e-06,4.1415632021051105e-10,0.5761805922567228,0.9550855088744942,5.5762596553943355e-05,0.0006373387552976946
262.6046046046046,75,9.281796804731814e-11,0.9158807551850261,6.75110695787723e-05,1.7107533684491716e-10,1.4895220549975543,0.9548354633143489,7.533227744074361e-05,0.0019244338914489155
