Temperature,Concentration,Diffusion Coefficient,R^2,stderr
313.35535535535536,66,8.442749583761804e-11,0.999146931353052,1.3269358227101877e-05
312.9549549549549,66,1.4013628368100716e-11,0.9390090700348998,1.5723837656007144e-05
312.35435435435437,66,5.458463364575738e-11,0.9992051685637283,6.9335734730115084e-06
311.65365365365363,66,5.3198458585501647e-11,0.9960919786317936,1.515320866614886e-05
311.55355355355357,66,4.570468320828494e-11,0.9464966089605567,6.605363544780158e-05
310.45245245245246,66,1.9640896598929205e-11,0.9000290117224938,2.8048177609018228e-05
310.05205205205203,66,1.3152923808685117e-10,0.9823312521325219,9.798266572373434e-05
309.7517517517517,66,4.251405439469385e-11,0.9883305321153169,1.9486240306552007e-05
309.65165165165166,66,2.6929508273709765e-11,0.9963634681110175,7.705556660244141e-06
309.4514514514515,66,6.369795119815571e-11,0.9883350137270478,2.9792612256507712e-05
309.15115115115117,66,6.459284799434088e-11,0.9995212345668498,7.490421273205269e-06
308.6506506506507,66,1.9213653703607693e-11,0.7998766895467366,3.726958843922216e-05
308.25025025025025,66,4.26623154207544e-11,0.9817676677870567,2.8170778888070133e-05
307.8498498498499,66,4.6840543186806896e-11,0.9976444011529788,1.1771876381888104e-05
306.2482482482483,66,1.242623221360568e-11,0.9687414901296074,9.184565826961922e-06
306.14814814814815,66,7.508563585107176e-11,0.9997244557805179,6.531494671156601e-06
305.54754754754754,66,1.3901743801050603e-10,0.9992711986421736,2.147961904886032e-05
305.34734734734735,66,3.359835696734462e-11,0.9945082964863674,1.0028584625743229e-05
304.74674674674674,66,6.10106414756284e-11,0.9635890134618954,4.501092626779481e-05
304.6466466466467,66,4.3499899717649316e-11,0.9975666245048692,9.29621285660022e-06
304.54654654654655,66,5.612863889585353e-11,0.9985817959445782,9.60816547594648e-06
304.04604604604606,66,7.2203942044218265e-12,0.9574143900620363,4.908564866481769e-06
303.94594594594594,66,6.623358761358137e-12,0.9278575106083857,6.344730375110989e-06
303.64564564564563,66,2.4705125857188455e-11,0.9850537810903088,1.3388776676497233e-05
303.54554554554556,66,4.2754960716742005e-11,0.9234704734764689,6.184597820999054e-05
303.0450450450451,66,2.7088430217990518e-11,0.9917954351296533,1.2042703863330368e-05
302.74474474474476,66,5.247426683808801e-11,0.9975893960277565,1.1477621063200353e-05
302.5445445445445,66,1.7556985868744205e-11,0.9464357063360226,1.9408254021812494e-05
302.44444444444446,66,1.1640438189528634e-11,0.9574138062226812,1.0150713936253738e-05
302.044044044044,66,3.7590191472587526e-11,0.9983300663941864,7.771657335920585e-06
301.7437437437437,66,2.6504871565774284e-11,0.9771493826295642,1.9733092350142113e-05
301.14314314314316,66,1.1070436199899985e-10,0.9977250855722656,3.193659080827706e-05
300.84284284284286,66,6.927169898080886e-11,0.9985994829606764,1.294050931868552e-05
300.74274274274273,66,1.9563581264664244e-11,0.9112683695264718,2.4479810010708536e-05
300.6426426426426,66,2.2389483968034383e-11,0.9946199380729803,8.219710557408294e-06
300.4424424424424,66,4.3428709216926116e-11,0.9881687168388009,2.6035422444715887e-05
300.1421421421421,66,9.988244778530925e-11,0.9754456404824883,7.817629206464323e-05
299.3413413413413,66,2.3253931949581308e-11,0.9893558294766562,1.3939853550685638e-05
298.5405405405405,66,2.0119348757082658e-11,0.967942612760639,1.4881472862403392e-05
298.14014014014015,66,3.593684589684895e-11,0.9876559001969458,1.945773092422175e-05
297.83983983983984,66,2.1370184766605862e-11,0.9986960087652228,3.5919447380773224e-06
297.63963963963965,66,6.017819880061885e-11,0.9990755610661698,1.0269642729207433e-05
297.33933933933935,66,5.536500118542078e-11,0.9910670010871055,2.3107373377543836e-05
297.2392392392392,66,3.6303849222706016e-11,0.9903447574581696,1.70069857197249e-05
296.9389389389389,66,1.7547192999853158e-10,0.9973969497758307,4.197009118399229e-05
296.23823823823824,66,1.1172275093743987e-10,0.9982077019110522,2.272871194127928e-05
296.1381381381381,66,4.5738639767110696e-11,0.9892812556154235,2.4678944166633355e-05
295.53753753753756,66,3.725464009491894e-11,0.9664028158181879,3.4209216343853535e-05
295.03703703703707,66,4.1095936627922243e-11,0.9837466614151356,2.4132950226481642e-05
294.8368368368368,66,6.266113173564554e-11,0.9903482953585772,2.769287736014094e-05
294.63663663663664,66,1.3321554182517925e-11,0.9847733184811207,8.716032883296412e-06
293.7357357357357,66,6.529842129466855e-11,0.9788940937447167,4.359020758074364e-05
293.43543543543547,66,1.0932564924442874e-10,0.9992685783356935,1.4738797838865565e-05
293.33533533533534,66,2.934835858513222e-11,0.9885882689330163,1.4869847245881242e-05
293.13513513513516,66,3.446296413215652e-11,0.9962013400651953,1.0120483835318112e-05
292.4344344344344,66,4.8910807987411096e-11,0.998697749993789,1.0783075238067602e-05
292.33433433433436,66,6.531089184237765e-11,0.9974460022256556,1.7208225666291425e-05
292.03403403403405,66,4.276827820846478e-11,0.9927767718819002,1.7453242714817822e-05
291.6336336336336,66,3.935096278104836e-11,0.9821812169568647,2.373126216007661e-05
291.13313313313313,66,1.1838650586553387e-11,0.9864513549411974,5.91111410816723e-06
290.73273273273276,66,3.39017687282762e-11,0.9843774280714062,2.3341108212807004e-05
290.3323323323323,66,5.595344036101463e-11,0.9838862410077032,2.9336657658039167e-05
289.63163163163165,66,1.3877646037698357e-11,0.9944730944193706,4.58828536338936e-06
288.53053053053054,66,5.42676974300648e-11,0.9946029464015775,2.0981743679360028e-05
288.33033033033036,66,3.218140437061265e-11,0.9918277453388032,1.5869554953127634e-05
287.72972972972974,66,4.701649894961198e-11,0.9783913496922697,2.86263287836532e-05
287.1291291291291,66,1.8982635253293086e-11,0.9358330883259973,1.8174483372490173e-05
286.72872872872875,66,7.126637560209393e-11,0.9979485297164086,1.4958418454017368e-05
286.12812812812814,66,1.0885741468468289e-10,0.9993164871233557,1.4740948329497523e-05
286.028028028028,66,1.756224139915915e-11,0.9923356667733989,1.0084352806731968e-05
285.82782782782783,66,3.591026156390268e-11,0.9758532102729907,2.2474156237757986e-05
285.4274274274274,66,5.3544050376905494e-11,0.9976617316058274,1.4288790576098389e-05
285.1271271271271,66,4.242350502048394e-12,0.8736249670864168,6.625937310214243e-06
284.9269269269269,66,3.960141755118627e-11,0.9744139942457067,3.1155110563605345e-05
284.52652652652654,66,1.9709204661043246e-11,0.9348080690882782,2.199815172982604e-05
284.4264264264264,66,2.3847035337372283e-11,0.868778756476647,3.976732911754563e-05
284.1261261261261,66,1.9856154741121783e-12,0.8549964613091022,2.6562060311910682e-06
284.02602602602605,66,8.227235343516441e-12,0.9949190173086242,2.7311659398966894e-06
283.72572572572574,66,4.986452180360865e-11,0.9912106539699398,2.077925706995802e-05
283.52552552552555,66,-7.010206507849348e-12,0.33237003831121215,5.836257352757972e-05
283.22522522522524,66,3.0806158086564464e-11,0.9964393776705113,8.539052154474948e-06
283.1251251251251,66,1.710989887468335e-11,0.9819939965526633,9.780138596219409e-06
283.025025025025,66,5.6254419857430056e-11,0.9994166036226151,6.874215467682821e-06
282.92492492492494,66,1.2613779976711558e-10,0.9995872777154551,1.5077724438140095e-05
282.72472472472475,66,2.738473928289546e-12,0.25687265150699184,1.488978939520681e-05
282.62462462462463,66,3.0898757974443924e-11,0.9992513600287469,4.842068318432001e-06
281.82382382382383,66,3.464123818562391e-11,0.9763014966803847,2.42596014459321e-05
281.62362362362364,66,3.12056451714203e-11,0.9991102309558085,6.459196351457134e-06
281.32332332332334,66,8.55221206977897e-11,0.9996231421650845,9.590234945955331e-06
